date;Afghanistan;Albania;Algeria;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Brunei;Bulgaria;Burkina Faso;Burma;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Central African Republic;Chad;Chile;China;Colombia;Comoros;Congo (Brazzaville);Congo (Kinshasa);Costa Rica;Cote d'Ivoire;Croatia;Cuba;Cyprus;Czechia;Denmark;Diamond Princess;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Eswatini;Ethiopia;Fiji;Finland;France;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Grenada;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See;Honduras;Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Korea, South;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia
2020-01-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0
2020-01-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0
2020-01-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0
2020-01-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0
2020-01-26;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0
2020-01-27;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-28;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;5509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-29;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;6087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-30;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;8141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-31;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;15;0;0;0;11;0;0;0;0;0;0;0;0
2020-02-01;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;11891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;20;0;0;0;12;0;0;0;0;0;0;0;0
2020-02-02;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;16630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;20;0;0;0;15;0;0;0;0;0;0;0;0
2020-02-03;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;19716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;20;0;0;0;15;0;0;0;0;0;0;0;0
2020-02-04;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;23707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;22;0;0;0;16;0;0;0;0;0;0;0;0
2020-02-05;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;27440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;23;0;0;0;19;0;0;0;0;0;0;0;0
2020-02-06;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;30587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;23;0;0;0;23;0;0;0;0;0;0;0;0
2020-02-07;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;34110;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;23;0;0;0;24;0;0;0;0;0;0;0;0
2020-02-08;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;36814;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;24;0;0;0;24;0;0;0;0;0;0;0;0
2020-02-09;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;39829;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;24;0;0;0;25;0;0;0;0;0;0;0;0
2020-02-10;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;42354;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;26;0;0;0;27;0;0;0;0;0;0;0;0
2020-02-11;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;44386;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;27;0;0;0;28;0;0;0;0;0;0;0;0
2020-02-12;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;44759;0;0;0;0;0;0;0;0;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;28;0;0;0;28;0;0;0;0;0;0;0;0
2020-02-13;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;59895;0;0;0;0;0;0;0;0;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;33;0;0;0;28;0;0;0;0;0;0;0;0
2020-02-14;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;66358;0;0;0;0;0;0;0;0;0;0;0;218;0;0;0;0;1;0;0;0;0;0;0;0;1;11;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;43;0;0;0;28;0;0;0;0;0;0;0;0
2020-02-15;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;68413;0;0;0;0;0;0;0;0;0;0;0;285;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;54;0;0;0;28;0;0;0;0;0;0;0;0
2020-02-16;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;70513;0;0;0;0;0;0;0;0;0;0;0;355;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;60;0;0;0;29;0;0;0;0;0;0;0;0
2020-02-17;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;72434;0;0;0;0;0;0;0;0;0;0;0;454;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;67;0;0;0;30;0;0;0;0;0;0;0;0
2020-02-18;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;74211;0;0;0;0;0;0;0;0;0;0;0;542;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;79;0;0;0;31;0;0;0;0;0;0;0;0
2020-02-19;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;74619;0;0;0;0;0;0;0;0;0;0;0;621;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;3;0;85;0;0;0;31;0;0;0;0;0;0;0;0
2020-02-20;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;75077;0;0;0;0;0;0;0;0;0;0;0;634;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;0;0;3;0;95;0;0;0;104;0;0;0;0;0;0;0;0
2020-02-21;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;0;75550;0;0;0;0;0;0;0;0;0;0;0;634;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;18;0;0;1;20;0;112;0;0;0;204;0;0;0;0;0;1;0;0
2020-02-22;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;0;77001;0;0;0;0;0;0;0;0;0;0;0;634;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;28;0;0;1;62;0;137;0;0;0;433;0;0;0;0;0;1;0;0
2020-02-23;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;2;77022;0;0;0;0;0;0;0;0;0;0;0;691;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;43;0;0;1;155;0;149;0;0;0;602;0;0;0;0;0;1;0;0
2020-02-24;1;0;0;0;0;0;0;0;15;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;0;0;2;77241;0;0;0;0;0;0;0;0;0;0;0;691;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;61;1;0;1;229;0;160;0;0;0;833;0;1;0;0;0;1;0;0
2020-02-25;1;0;1;0;0;0;0;0;15;2;0;0;23;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;2;77754;0;0;0;0;0;0;1;0;0;0;0;691;0;0;0;0;1;0;0;0;0;0;0;0;1;14;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;3;0;95;1;0;1;322;0;173;0;0;0;977;0;11;0;0;0;1;0;0
2020-02-26;1;0;1;0;0;0;0;0;15;2;0;0;33;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;11;0;0;2;78166;0;0;0;0;0;0;3;0;0;0;0;705;0;0;0;0;1;0;0;0;0;0;0;0;2;18;0;0;1;27;0;1;0;0;0;0;0;0;0;0;0;0;3;0;139;5;0;2;453;0;192;0;0;0;1261;0;26;0;0;0;2;0;0
2020-02-27;1;0;1;0;0;0;0;0;15;3;0;0;33;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;13;0;0;2;78600;0;0;0;0;0;0;3;0;0;0;1;705;0;0;0;0;1;0;0;0;1;0;0;0;2;38;0;0;1;46;0;3;0;0;0;0;0;0;0;0;0;0;3;0;245;7;0;3;655;0;218;0;0;0;1766;0;43;0;0;0;2;0;0
2020-02-28;1;0;1;0;0;0;0;0;15;3;0;0;36;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;14;0;0;2;78928;0;0;0;0;0;0;5;0;0;0;1;705;0;0;0;0;1;0;0;0;1;0;0;0;2;57;0;0;1;48;0;4;0;0;0;0;0;0;0;0;0;1;3;0;388;7;0;4;888;0;236;0;0;0;2337;0;45;0;0;0;2;0;0
2020-02-29;1;0;1;0;0;0;0;0;25;9;0;0;41;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;20;0;0;2;79356;0;0;0;0;0;0;6;0;0;0;3;705;0;0;0;0;1;0;0;0;1;0;0;0;3;100;0;0;1;79;0;4;0;0;0;0;0;0;0;0;0;1;3;0;593;13;1;7;1128;0;245;0;0;0;3150;0;45;0;0;0;4;0;0
2020-03-01;1;0;1;0;0;0;0;1;27;14;3;0;47;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;24;0;0;9;79932;0;0;0;0;0;0;7;0;0;3;4;705;0;0;1;6;2;0;0;0;1;0;0;0;6;130;0;0;3;130;0;7;0;0;0;0;0;0;0;0;0;3;3;0;978;19;1;10;1694;0;259;0;0;0;3736;0;45;0;0;0;10;0;0
2020-03-02;1;0;3;1;0;0;0;1;30;18;3;0;49;0;0;1;8;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;27;0;0;9;80136;0;0;0;0;0;0;7;0;0;3;4;705;0;0;1;6;2;0;0;0;1;0;0;0;6;191;0;0;3;159;0;7;0;0;0;0;0;0;0;0;0;6;5;2;1501;26;1;10;2036;0;278;0;0;0;4335;0;56;0;0;1;13;0;0
2020-03-03;1;0;5;1;0;0;1;1;39;21;3;0;49;0;0;1;13;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;30;0;0;10;80261;0;0;0;0;0;0;9;0;0;5;6;706;0;0;1;7;2;0;0;0;2;0;0;0;6;204;0;0;3;196;0;7;0;0;0;0;0;0;0;0;0;11;5;2;2336;32;2;12;2502;0;298;1;0;0;5186;0;56;0;0;1;13;0;0
2020-03-04;1;0;12;1;0;0;1;1;52;29;3;0;52;0;0;6;23;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;33;0;0;10;80386;0;0;0;0;0;0;10;0;0;8;11;706;0;0;1;10;2;0;0;0;2;0;0;0;6;288;0;0;3;262;0;9;0;0;0;0;0;0;0;0;2;26;28;2;2922;35;6;15;3089;0;333;1;0;0;5621;0;56;0;0;1;13;0;0
2020-03-05;1;0;12;1;0;0;1;1;55;41;6;0;55;0;0;6;50;0;0;0;0;2;0;4;0;0;0;0;0;0;1;0;37;0;0;13;80537;0;0;0;0;0;0;10;0;0;12;11;706;0;0;1;13;3;0;0;0;3;0;0;0;12;380;0;0;4;482;0;31;0;0;0;0;0;0;0;0;2;34;30;2;3513;35;6;20;3858;0;365;1;0;0;6088;0;58;0;0;1;16;0;0
2020-03-06;1;0;17;1;0;0;2;1;60;55;6;0;60;0;0;6;109;0;0;1;0;2;0;13;0;0;0;0;0;0;1;1;49;0;0;13;80690;1;0;0;0;1;0;11;0;0;18;24;706;0;0;2;13;15;0;0;0;10;0;0;0;15;656;0;0;4;670;0;45;0;0;0;0;0;0;1;0;2;43;31;4;4747;40;18;37;4636;0;420;1;0;0;6593;0;58;0;0;1;22;0;0
2020-03-07;1;0;17;1;0;0;8;1;63;79;9;0;85;0;0;6;169;0;0;1;0;3;0;13;0;0;0;0;0;0;1;1;54;0;0;13;80770;1;0;0;0;1;0;12;0;0;19;24;706;0;0;2;13;15;0;0;0;10;0;0;0;15;959;0;0;4;799;0;46;0;0;0;0;0;0;1;0;4;50;34;4;5823;54;18;43;5883;0;466;1;0;0;7041;0;61;0;0;1;22;0;0
2020-03-08;4;0;19;1;0;0;12;1;76;104;9;0;85;3;0;6;200;0;0;1;0;3;0;20;0;4;0;0;0;0;2;2;64;0;0;20;80823;1;0;0;0;5;0;12;0;0;31;37;706;0;0;5;14;49;0;0;0;10;0;0;0;23;1136;0;0;13;1040;0;73;0;0;0;0;0;0;1;0;7;50;39;6;6566;60;19;61;7375;0;499;1;0;0;7314;0;64;0;0;2;32;0;0
2020-03-09;4;2;20;1;0;0;12;1;91;131;9;0;95;3;0;6;239;0;0;1;0;3;0;25;1;4;0;0;0;0;2;2;77;0;0;20;80860;1;0;0;0;9;0;12;0;2;31;92;706;0;0;5;15;55;0;0;0;10;0;0;0;30;1219;0;0;15;1176;0;73;0;0;0;0;0;0;1;0;9;58;43;19;7161;60;21;61;9172;0;527;1;0;0;7478;0;64;0;0;6;32;0;0
2020-03-10;5;10;20;1;0;0;17;1;107;182;11;0;110;3;0;9;267;0;0;1;0;5;0;31;1;4;1;0;0;0;2;2;79;0;0;25;80887;3;0;0;0;9;0;14;0;3;41;264;706;0;0;5;15;59;0;0;0;12;0;0;0;40;1794;0;0;15;1457;0;89;0;0;0;0;0;0;1;0;9;69;56;27;8042;71;34;75;10149;0;585;1;0;0;7513;0;69;0;0;8;41;0;0
2020-03-11;7;12;20;1;0;0;19;1;128;246;11;0;195;3;0;9;314;0;0;1;2;7;0;38;11;7;2;0;0;0;3;2;108;0;0;35;80921;9;0;0;1;13;1;19;0;6;91;444;706;0;0;5;17;60;0;0;0;16;0;0;0;59;2293;0;0;24;1908;0;99;0;0;0;0;0;0;1;2;13;85;62;34;9000;71;43;79;12462;1;640;1;0;0;7755;0;72;0;0;10;61;0;0
2020-03-12;7;23;24;1;0;0;19;4;128;302;11;0;195;3;0;12;314;0;0;1;2;11;0;52;11;7;2;0;0;0;3;2;117;0;0;35;80932;9;0;0;1;22;1;19;3;6;94;617;706;0;0;5;17;67;0;0;0;16;0;0;0;59;2293;0;0;24;2078;0;99;0;0;0;0;1;0;1;2;13;103;73;34;10075;71;43;100;15113;2;696;1;0;0;7869;0;80;0;0;10;61;0;0
2020-03-13;7;33;26;1;0;1;31;8;200;504;15;0;195;3;0;27;559;0;0;1;3;13;0;151;37;23;2;0;0;0;5;2;193;0;0;55;80945;13;0;0;2;23;1;32;4;14;141;804;706;0;0;5;17;80;0;0;0;79;0;1;0;155;3681;0;0;25;3675;0;190;0;0;1;0;1;0;1;2;19;134;82;69;11364;101;90;126;17660;8;733;1;4;1;7979;0;80;0;0;17;77;0;0
2020-03-14;11;38;37;1;0;1;34;18;250;655;15;0;210;3;0;27;689;0;0;1;10;18;0;151;40;41;2;0;0;0;7;2;198;0;0;88;80977;22;0;0;2;26;1;38;4;26;189;836;706;0;0;11;28;109;0;0;0;115;1;1;0;225;4496;1;0;30;4585;3;228;0;1;1;0;1;0;1;2;30;156;102;96;12729;110;129;155;21157;8;795;1;6;1;8086;2;104;0;0;26;93;0;0
2020-03-15;16;42;48;1;0;1;45;26;297;860;23;0;214;5;0;27;886;0;0;1;10;24;0;162;50;51;3;0;0;0;7;2;252;1;0;101;81003;34;0;1;2;27;1;49;4;26;253;875;706;0;0;11;28;110;0;1;0;171;1;1;0;244;4532;1;0;33;5795;6;331;0;1;1;0;4;0;1;3;32;171;113;117;13938;116;129;213;24747;10;826;8;9;3;8162;5;112;0;0;30;110;0;0
2020-03-16;21;51;54;2;0;1;56;52;377;1018;28;1;214;8;0;36;1058;0;1;1;11;25;0;200;54;52;15;0;0;0;7;4;415;1;0;182;81033;57;0;1;2;35;1;57;4;33;298;933;706;0;0;11;37;150;0;1;0;205;1;5;0;277;6683;1;0;33;7272;6;331;0;2;1;0;4;0;1;6;39;180;119;134;14991;124;169;218;27980;10;843;17;10;3;8236;13;123;0;0;34;110;0;1
2020-03-17;22;55;60;39;0;1;68;78;452;1332;28;1;228;10;2;36;1243;0;1;1;11;26;0;321;56;67;15;0;0;0;33;10;478;1;0;228;81058;75;0;1;3;41;5;65;5;46;396;1025;706;0;0;21;58;196;0;1;0;225;1;5;0;321;7715;1;1;34;9257;7;387;0;6;1;0;7;0;1;8;50;220;142;172;16169;154;223;250;31506;12;893;34;33;3;8320;16;130;0;0;49;120;0;1
2020-03-18;22;59;74;39;0;1;79;84;568;1646;28;1;256;14;2;51;1486;0;2;1;12;38;0;372;68;92;20;0;0;0;35;10;657;1;0;265;81102;102;0;1;4;50;6;81;7;49;464;1116;712;1;0;21;111;196;0;4;0;258;1;6;0;336;9124;1;1;38;12327;7;418;0;6;1;0;7;0;1;9;58;250;156;227;17361;164;292;304;35713;13;928;52;35;3;8413;19;142;3;0;71;133;0;2
2020-03-19;22;64;87;53;0;1;97;115;681;2013;44;3;278;17;5;51;1795;0;2;1;12;63;0;621;75;94;33;0;0;0;37;13;800;1;1;265;81156;108;0;3;14;69;9;105;11;67;694;1225;712;1;0;34;199;256;1;6;0;267;1;6;1;400;10970;1;1;40;15320;11;418;0;9;1;0;7;0;1;12;73;330;194;311;18407;192;557;427;41035;15;968;69;44;7;8565;20;148;3;0;86;157;0;2
2020-03-20;24;70;90;75;1;1;128;136;791;2388;44;3;285;20;5;69;2257;0;2;2;15;89;0;793;78;127;40;0;0;1;51;20;943;3;1;461;81250;158;0;3;18;89;9;128;16;67;833;1337;712;1;0;72;367;285;1;6;0;283;1;9;1;450;12758;3;1;43;19848;16;495;0;12;1;0;7;2;1;24;85;409;244;369;19644;208;683;529;47021;16;1022;85;49;7;8652;21;159;6;0;111;163;0;2
2020-03-21;24;76;139;88;2;1;158;160;1071;2814;53;4;305;25;6;76;2815;0;2;2;19;93;0;1021;83;163;64;0;0;3;53;27;1277;3;1;592;81305;196;0;3;23;117;14;206;21;84;995;1420;712;1;0;112;506;294;3;6;1;306;1;9;1;523;14463;4;1;49;22213;19;530;0;17;2;0;7;2;1;24;103;473;330;450;20610;214;785;712;53578;16;1059;85;53;7;8799;24;176;14;0;124;187;0;3
2020-03-22;40;89;201;113;2;1;266;194;1549;3582;65;4;334;27;14;76;3401;0;2;2;24;126;0;1546;88;187;75;0;0;3;84;40;1469;3;1;687;81435;231;0;3;30;134;14;254;35;95;1120;1514;712;1;1;202;789;327;3;6;1;326;4;11;2;626;16243;5;1;54;24873;23;624;1;19;2;0;19;2;1;26;131;568;396;514;21638;233;906;883;59138;19;1104;112;60;15;8961;31;188;14;0;139;248;0;3
2020-03-23;40;104;230;133;3;3;301;235;1682;4474;72;4;377;33;17;81;3743;1;5;2;27;136;0;1924;91;201;99;0;0;3;87;56;2088;3;1;801;81498;277;0;4;36;158;25;315;40;116;1236;1572;712;3;2;245;981;366;3;9;1;352;4;11;3;700;20123;5;2;61;29056;27;695;1;20;4;0;20;6;1;30;167;588;499;579;23049;266;1125;1071;63927;19;1144;127;62;16;8961;33;189;16;0;180;267;0;3
2020-03-24;74;123;264;164;3;3;387;249;2044;5283;87;5;392;39;18;81;4269;1;6;2;29;166;0;2247;104;218;114;0;0;3;91;66;2790;3;3;977;81591;378;0;4;45;177;73;382;48;124;1394;1718;712;3;2;312;1082;402;5;9;1;369;4;12;4;792;22622;6;3;70;32986;53;743;1;21;4;0;5;7;4;30;187;648;536;686;24811;316;1329;1238;69176;21;1217;154;72;25;9037;61;191;42;2;197;318;0;3
